comet_id,severity,rule,message,details
1966,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.09;expected_q=3.9800000000000035;diff=0.8900000000000037;allowed=0.07960000000000007
1968,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=6.07;expected_q=6.840000000000006;diff=0.7700000000000058;allowed=0.13680000000000012
1969,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=6.84;expected_q=7.000000000000006;diff=0.16000000000000636;allowed=0.14000000000000012
1971,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.62;expected_q=1.8900000000000017;diff=0.27000000000000157;allowed=0.037800000000000035
1974,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=5.62;expected_q=6.280000000000006;diff=0.6600000000000055;allowed=0.1256000000000001
1975,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.16;expected_q=2.240000000000002;diff=1.080000000000002;allowed=0.04480000000000004
1981,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.42;expected_q=2.9400000000000026;diff=0.5200000000000027;allowed=0.058800000000000054
1982,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.35;expected_q=3.340000000000003;diff=0.9900000000000029;allowed=0.06680000000000007
1984,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.36;expected_q=4.360000000000004;diff=2.000000000000004;allowed=0.08720000000000008
1986,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.2;expected_q=1.7300000000000015;diff=0.5300000000000016;allowed=0.034600000000000034
1999,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.18;expected_q=2.8950000000000027;diff=0.2849999999999975;allowed=0.0636
2000,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=7.06;expected_q=5.070000000000005;diff=1.9899999999999949;allowed=0.1412
2029,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=4.26;expected_q=4.8300000000000045;diff=0.5700000000000047;allowed=0.09660000000000009
2031,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.15;expected_q=3.9200000000000035;diff=0.7700000000000036;allowed=0.07840000000000007
2037,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.96;expected_q=3.0600000000000027;diff=0.10000000000000275;allowed=0.06120000000000005
2040,WARN,perihelion_argument_out_of_range,"Perihelargument w liegt ausserhalb [0,360).",w=360.0
2044,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=4.9;expected_q=4.080000000000004;diff=0.8199999999999967;allowed=0.098
2046,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=5.18;expected_q=5.348000000000004;diff=0.1680000000000046;allowed=0.10696000000000008
2053,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.03;expected_q=4.390000000000004;diff=1.3600000000000043;allowed=0.08780000000000009
2061,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.98;expected_q=2.088000000000002;diff=0.10800000000000187;allowed=0.04176000000000004
2175,WARN,node_longitude_out_of_range,"Knotenlaenge om liegt ausserhalb [0,360).",om=360.0
2182,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.45;expected_q=3.160000000000003;diff=0.28999999999999737;allowed=0.069
2183,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.45;expected_q=3.300000000000003;diff=0.14999999999999725;allowed=0.069
2192,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=4.94;expected_q=4.760000000000004;diff=0.17999999999999616;allowed=0.09880000000000001
2193,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
2208,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.15;expected_q=3.570000000000003;diff=0.42000000000000304;allowed=0.07140000000000006
2211,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.42;expected_q=1.3860000000000012;diff=0.0339999999999987;allowed=0.03
2219,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.99;expected_q=1.9180000000000017;diff=0.07199999999999829;allowed=0.0398
2231,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.47;expected_q=3.260000000000003;diff=0.2099999999999973;allowed=0.0694
2234,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=4.49;expected_q=5.280000000000005;diff=0.7900000000000045;allowed=0.1056000000000001
2236,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
2237,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.24;expected_q=3.360000000000003;diff=0.12000000000000277;allowed=0.06720000000000007
2238,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.29;expected_q=2.7400000000000024;diff=0.5499999999999976;allowed=0.0658
2244,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.0;expected_q=0.9640000000000009;diff=0.035999999999999144;allowed=0.03
2245,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.28;expected_q=2.364000000000002;diff=0.0840000000000023;allowed=0.047280000000000044
2246,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.78;expected_q=3.140000000000003;diff=1.3600000000000028;allowed=0.06280000000000005
2250,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
2253,WARN,node_longitude_out_of_range,"Knotenlaenge om liegt ausserhalb [0,360).",om=360.0
2253,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=4.38;expected_q=4.520000000000004;diff=0.14000000000000412;allowed=0.09040000000000008
2256,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.08;expected_q=1.204000000000001;diff=0.124000000000001;allowed=0.03
2278,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=5.66;expected_q=5.300000000000004;diff=0.3599999999999959;allowed=0.11320000000000001
2281,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.06;expected_q=2.910000000000003;diff=0.14999999999999725;allowed=0.061200000000000004
2286,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.48;expected_q=2.570000000000002;diff=1.090000000000002;allowed=0.05140000000000004
2292,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.02;expected_q=2.8120000000000025;diff=0.20799999999999752;allowed=0.0604
2295,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.36;expected_q=2.2500000000000018;diff=0.1099999999999981;allowed=0.0472
2303,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.26;expected_q=1.5900000000000014;diff=0.3300000000000014;allowed=0.03180000000000003
2309,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.0;expected_q=0.9640000000000009;diff=0.035999999999999144;allowed=0.03
2315,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.71;expected_q=3.8040000000000034;diff=0.09400000000000341;allowed=0.07608000000000006
2316,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.38;expected_q=1.248000000000001;diff=0.13199999999999878;allowed=0.03
2319,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.55;expected_q=1.6360000000000015;diff=0.08600000000000141;allowed=0.03272000000000003
2320,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.71;expected_q=3.9000000000000035;diff=0.1900000000000035;allowed=0.07800000000000007
2335,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.59;expected_q=1.6440000000000015;diff=0.05400000000000138;allowed=0.03288000000000003
2341,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.78;expected_q=2.8980000000000024;diff=0.11800000000000255;allowed=0.057960000000000046
2351,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=5.85;expected_q=6.890000000000006;diff=1.0400000000000063;allowed=0.13780000000000012
2355,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=4.28;expected_q=4.044000000000004;diff=0.2359999999999962;allowed=0.08560000000000001
2364,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.57;expected_q=2.6700000000000026;diff=0.10000000000000275;allowed=0.05340000000000005
2367,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.63;expected_q=0.4450000000000004;diff=0.1849999999999996;allowed=0.03
2375,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.76;expected_q=2.8800000000000026;diff=0.12000000000000277;allowed=0.057600000000000054
2376,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=5.48;expected_q=5.730000000000005;diff=0.25000000000000444;allowed=0.1146000000000001
2378,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=6.57;expected_q=13.00000000000001;diff=6.43000000000001;allowed=0.26000000000000023
2381,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.33;expected_q=1.284400000000001;diff=0.045599999999998975;allowed=0.03
2390,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.9;expected_q=3.140000000000003;diff=0.24000000000000288;allowed=0.06280000000000005
2396,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.84;expected_q=1.7760000000000016;diff=0.0639999999999985;allowed=0.0368
2403,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.74;expected_q=1.7970000000000015;diff=0.057000000000001494;allowed=0.03594000000000003
2408,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.944;expected_q=0.8820000000000008;diff=0.06199999999999917;allowed=0.03
2413,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.37;expected_q=1.7200000000000015;diff=0.6499999999999986;allowed=0.047400000000000005
2419,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.458;expected_q=0.6000000000000005;diff=0.14200000000000051;allowed=0.03
2423,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=7.62;expected_q=5.7400000000000055;diff=1.8799999999999946;allowed=0.1524
2426,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=9.19;expected_q=15.900000000000015;diff=6.710000000000015;allowed=0.3180000000000003
2428,WARN,mean_anomaly_out_of_range,Mittlere Anomalie ma ist ungewoehnlich.,ma=-131.0
2431,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.896;expected_q=1.0000000000000009;diff=0.10400000000000087;allowed=0.03
2433,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.04;expected_q=2.320000000000002;diff=0.280000000000002;allowed=0.046400000000000045
2465,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.06;expected_q=1.106000000000001;diff=0.04600000000000093;allowed=0.03
2471,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.55;expected_q=3.9040000000000035;diff=0.35400000000000365;allowed=0.07808000000000007
2472,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=4.97;expected_q=4.050000000000003;diff=0.9199999999999964;allowed=0.0994
2475,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.21;expected_q=3.300000000000003;diff=0.09000000000000297;allowed=0.06600000000000006
2479,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.846;expected_q=1.060000000000001;diff=0.21400000000000097;allowed=0.03
2493,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=4.08;expected_q=3.6600000000000033;diff=0.4199999999999968;allowed=0.0816
2505,WARN,node_longitude_out_of_range,"Knotenlaenge om liegt ausserhalb [0,360).",om=360.0
2508,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.31;expected_q=2.4300000000000024;diff=0.12000000000000233;allowed=0.048600000000000046
2514,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=6.69;expected_q=11.40000000000001;diff=4.710000000000009;allowed=0.2280000000000002
2524,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=5.35;expected_q=5.576000000000005;diff=0.2260000000000053;allowed=0.1115200000000001
2530,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=4.9;expected_q=3.520000000000003;diff=1.3799999999999972;allowed=0.098
2531,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.95;expected_q=3.0850000000000026;diff=0.13500000000000245;allowed=0.06170000000000005
2534,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=5.7;expected_q=5.070000000000005;diff=0.6299999999999955;allowed=0.114
2542,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.17;expected_q=1.128000000000001;diff=0.04199999999999893;allowed=0.03
2543,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.81;expected_q=1.7640000000000016;diff=0.04599999999999849;allowed=0.0362
2549,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.43;expected_q=3.664000000000003;diff=0.23400000000000265;allowed=0.07328000000000005
2559,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=5.42;expected_q=5.566000000000005;diff=0.14600000000000524;allowed=0.1113200000000001
2606,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.53;expected_q=0.49200000000000044;diff=0.03799999999999959;allowed=0.03
2608,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.88;expected_q=2.7600000000000025;diff=0.11999999999999744;allowed=0.0576
2612,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=4.0;expected_q=3.340000000000003;diff=0.659999999999997;allowed=0.08
2613,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.01;expected_q=3.0600000000000027;diff=1.050000000000003;allowed=0.06120000000000005
2618,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.07;expected_q=1.132000000000001;diff=0.06200000000000094;allowed=0.03
2629,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.58;expected_q=3.220000000000003;diff=0.3599999999999972;allowed=0.0716
2639,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.83;expected_q=2.8920000000000026;diff=0.0620000000000025;allowed=0.05784000000000005
2640,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=10.8;expected_q=10.54000000000001;diff=0.2599999999999909;allowed=0.21600000000000003
2642,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
2643,WARN,eccentricity_extreme,Exzentrizitaet e ist sehr hoch.,e=6.14
2644,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
2645,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=6.53;expected_q=6.800000000000006;diff=0.2700000000000058;allowed=0.13600000000000012
2652,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
2655,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.29;expected_q=2.7600000000000025;diff=0.4700000000000024;allowed=0.05520000000000005
2656,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=10.1;expected_q=10.56000000000001;diff=0.46000000000000973;allowed=0.2112000000000002
2666,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.11;expected_q=2.3580000000000023;diff=0.24800000000000244;allowed=0.04716000000000005
2671,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.24;expected_q=2.160000000000002;diff=0.0799999999999983;allowed=0.044800000000000006
2673,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.463;expected_q=0.5970000000000005;diff=0.1340000000000005;allowed=0.03
2684,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.6;expected_q=4.340000000000003;diff=1.7400000000000033;allowed=0.08680000000000007
2690,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.28;expected_q=1.236000000000001;diff=0.04399999999999893;allowed=0.03
2696,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.549;expected_q=0.4800000000000004;diff=0.06899999999999962;allowed=0.03
2703,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.362;expected_q=0.4720000000000005;diff=0.11000000000000049;allowed=0.03
2708,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.451;expected_q=0.39000000000000035;diff=0.060999999999999666;allowed=0.03
2711,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.07;expected_q=1.008000000000001;diff=0.06199999999999917;allowed=0.03
2717,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.85;expected_q=3.7800000000000034;diff=0.9300000000000033;allowed=0.07560000000000007
2723,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.94;expected_q=1.5820000000000014;diff=0.35799999999999854;allowed=0.0388
2728,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.1;expected_q=1.158000000000001;diff=0.05800000000000094;allowed=0.03
2730,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.17;expected_q=1.5300000000000014;diff=0.6399999999999986;allowed=0.0434
2731,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.81;expected_q=1.3600000000000012;diff=0.44999999999999885;allowed=0.0362
2736,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.27;expected_q=0.9860000000000009;diff=0.28399999999999914;allowed=0.03
2738,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.04;expected_q=1.080000000000001;diff=0.040000000000000924;allowed=0.03
2739,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.78;expected_q=1.4700000000000013;diff=0.3099999999999987;allowed=0.0356
2740,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.17;expected_q=1.5280000000000014;diff=0.35800000000000143;allowed=0.030560000000000028
2741,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.67;expected_q=2.8500000000000023;diff=0.8199999999999976;allowed=0.0734
2742,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.37;expected_q=6.600000000000006;diff=3.2300000000000058;allowed=0.13200000000000012
2744,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.02;expected_q=1.9700000000000017;diff=0.04999999999999827;allowed=0.0404
2745,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.22;expected_q=1.1310000000000011;diff=0.08899999999999886;allowed=0.03
